-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS10M
28.5,76.875,2024,1,15,2.62
28.5,77.5,2024,1,15,2.42
29.0,75.625,2024,1,15,2.06
29.0,76.25,2024,1,15,2.59
29.0,76.875,2024,1,15,2.66
29.0,77.5,2024,1,15,2.28
29.5,75.625,2024,1,15,2.23
29.5,76.25,2024,1,15,2.75
29.5,76.875,2024,1,15,2.57
29.5,77.5,2024,1,15,1.77
30.0,75.625,2024,1,15,2.29
30.0,76.25,2024,1,15,2.79
30.0,76.875,2024,1,15,1.92
30.0,77.5,2024,1,15,1.64
30.5,75.625,2024,1,15,2.22
30.5,76.25,2024,1,15,2.56
30.5,76.875,2024,1,15,2.0
30.5,77.5,2024,1,15,2.04
28.0,75.625,2024,1,16,1.66
28.0,76.25,2024,1,16,1.65
28.0,76.875,2024,1,16,2.14
28.0,77.5,2024,1,16,2.06
28.5,75.625,2024,1,16,1.74
28.5,76.25,2024,1,16,1.7
28.5,76.875,2024,1,16,2.12
28.5,77.5,2024,1,16,2.16
29.0,75.625,2024,1,16,1.64
29.0,76.25,2024,1,16,1.77
29.0,76.875,2024,1,16,2.24
29.0,77.5,2024,1,16,2.28
29.5,75.625,2024,1,16,1.85
29.5,76.25,2024,1,16,1.93
29.5,76.875,2024,1,16,2.39
29.5,77.5,2024,1,16,2.69
30.0,75.625,2024,1,16,1.97
30.0,76.25,2024,1,16,1.94
30.0,76.875,2024,1,16,2.51
30.0,77.5,2024,1,16,2.88
30.5,75.625,2024,1,16,1.8
30.5,76.25,2024,1,16,1.82
30.5,76.875,2024,1,16,2.71
30.5,77.5,2024,1,16,2.4
28.0,75.625,2024,1,17,2.63
28.0,76.25,2024,1,17,2.79
28.0,76.875,2024,1,17,2.44
28.0,77.5,2024,1,17,2.1
28.5,75.625,2024,1,17,2.62
28.5,76.25,2024,1,17,2.6
28.5,76.875,2024,1,17,2.35
28.5,77.5,2024,1,17,2.21
29.0,75.625,2024,1,17,2.5
29.0,76.25,2024,1,17,2.27
29.0,76.875,2024,1,17,2.28
29.0,77.5,2024,1,17,2.53
29.5,75.625,2024,1,17,2.39
29.5,76.25,2024,1,17,2.18
29.5,76.875,2024,1,17,2.45
29.5,77.5,2024,1,17,2.82
30.0,75.625,2024,1,17,2.33
30.0,76.25,2024,1,17,2.34
30.0,76.875,2024,1,17,2.68
30.0,77.5,2024,1,17,2.73
30.5,75.625,2024,1,17,2.14
30.5,76.25,2024,1,17,2.46
30.5,76.875,2024,1,17,2.8
30.5,77.5,2024,1,17,2.43
28.0,75.625,2024,1,18,1.97
28.0,76.25,2024,1,18,1.42
28.0,76.875,2024,1,18,0.84
28.0,77.5,2024,1,18,1.04
28.5,75.625,2024,1,18,1.67
28.5,76.25,2024,1,18,1.16
28.5,76.875,2024,1,18,0.93
28.5,77.5,2024,1,18,1.38
29.0,75.625,2024,1,18,1.18
29.0,76.25,2024,1,18,1.13
29.0,76.875,2024,1,18,1.47
29.0,77.5,2024,1,18,1.9
29.5,75.625,2024,1,18,1.23
29.5,76.25,2024,1,18,1.44
29.5,76.875,2024,1,18,1.91
29.5,77.5,2024,1,18,2.14
30.0,75.625,2024,1,18,1.37
30.0,76.25,2024,1,18,1.73
30.0,76.875,2024,1,18,2.17
30.0,77.5,2024,1,18,2.2
30.5,75.625,2024,1,18,1.42
30.5,76.25,2024,1,18,1.92
30.5,76.875,2024,1,18,2.31
30.5,77.5,2024,1,18,2.44
28.0,75.625,2024,1,19,1.99
28.0,76.25,2024,1,19,1.52
28.0,76.875,2024,1,19,1.65
28.0,77.5,2024,1,19,1.61
28.5,75.625,2024,1,19,1.87
28.5,76.25,2024,1,19,1.55
28.5,76.875,2024,1,19,1.53
28.5,77.5,2024,1,19,1.61
29.0,75.625,2024,1,19,1.75
29.0,76.25,2024,1,19,1.45
29.0,76.875,2024,1,19,1.42
29.0,77.5,2024,1,19,1.73
29.5,75.625,2024,1,19,1.52
29.5,76.25,2024,1,19,1.33
29.5,76.875,2024,1,19,1.52
29.5,77.5,2024,1,19,1.73
30.0,75.625,2024,1,19,1.3
30.0,76.25,2024,1,19,1.53
30.0,76.875,2024,1,19,1.58
30.0,77.5,2024,1,19,1.42
30.5,75.625,2024,1,19,1.26
30.5,76.25,2024,1,19,1.83
30.5,76.875,2024,1,19,2.03
30.5,77.5,2024,1,19,2.17
28.0,75.625,2024,1,20,2.14
28.0,76.25,2024,1,20,1.79
28.0,76.875,2024,1,20,1.22
28.0,77.5,2024,1,20,0.93
28.5,75.625,2024,1,20,1.99
28.5,76.25,2024,1,20,1.69
28.5,76.875,2024,1,20,1.04
28.5,77.5,2024,1,20,1.34
29.0,75.625,2024,1,20,1.9
29.0,76.25,2024,1,20,1.58
29.0,76.875,2024,1,20,1.24
29.0,77.5,2024,1,20,1.67
29.5,75.625,2024,1,20,1.86
29.5,76.25,2024,1,20,1.68
29.5,76.875,2024,1,20,1.67
29.5,77.5,2024,1,20,1.88
30.0,75.625,2024,1,20,1.72
30.0,76.25,2024,1,20,1.76
30.0,76.875,2024,1,20,1.82
30.0,77.5,2024,1,20,1.97
30.5,75.625,2024,1,20,1.63
30.5,76.25,2024,1,20,1.84
30.5,76.875,2024,1,20,2.24
30.5,77.5,2024,1,20,2.28
28.0,75.625,2024,1,21,2.2
28.0,76.25,2024,1,21,2.73
28.0,76.875,2024,1,21,3.12
28.0,77.5,2024,1,21,3.12
28.5,75.625,2024,1,21,2.2
28.5,76.25,2024,1,21,2.87
28.5,76.875,2024,1,21,3.37
28.5,77.5,2024,1,21,3.67
29.0,75.625,2024,1,21,2.53
29.0,76.25,2024,1,21,3.2
29.0,76.875,2024,1,21,3.75
29.0,77.5,2024,1,21,4.07
29.5,75.625,2024,1,21,2.84
29.5,76.25,2024,1,21,3.5
29.5,76.875,2024,1,21,4.11
29.5,77.5,2024,1,21,4.18
30.0,75.625,2024,1,21,2.99
30.0,76.25,2024,1,21,3.75
30.0,76.875,2024,1,21,4.28
30.0,77.5,2024,1,21,3.0
30.5,75.625,2024,1,21,2.98
30.5,76.25,2024,1,21,3.69
30.5,76.875,2024,1,21,4.24
30.5,77.5,2024,1,21,2.99
28.0,75.625,2024,1,22,1.69
28.0,76.25,2024,1,22,1.4
28.0,76.875,2024,1,22,1.7
28.0,77.5,2024,1,22,1.59
28.5,75.625,2024,1,22,1.68
28.5,76.25,2024,1,22,1.63
28.5,76.875,2024,1,22,1.56
28.5,77.5,2024,1,22,1.64
29.0,75.625,2024,1,22,1.54
29.0,76.25,2024,1,22,1.62
29.0,76.875,2024,1,22,1.82
29.0,77.5,2024,1,22,1.9
29.5,75.625,2024,1,22,1.45
29.5,76.25,2024,1,22,1.72
29.5,76.875,2024,1,22,2.01
29.5,77.5,2024,1,22,1.95
30.0,75.625,2024,1,22,1.48
30.0,76.25,2024,1,22,1.77
30.0,76.875,2024,1,22,1.69
30.0,77.5,2024,1,22,1.74
30.5,75.625,2024,1,22,1.43
30.5,76.25,2024,1,22,1.77
30.5,76.875,2024,1,22,2.01
30.5,77.5,2024,1,22,2.02
28.0,75.625,2024,1,23,2.37
28.0,76.25,2024,1,23,2.28
28.0,76.875,2024,1,23,2.05
28.0,77.5,2024,1,23,1.6
28.5,75.625,2024,1,23,2.59
28.5,76.25,2024,1,23,2.51
28.5,76.875,2024,1,23,2.32
28.5,77.5,2024,1,23,2.15
29.0,75.625,2024,1,23,2.63
29.0,76.25,2024,1,23,2.57
29.0,76.875,2024,1,23,2.3
29.0,77.5,2024,1,23,2.38
29.5,75.625,2024,1,23,2.54
29.5,76.25,2024,1,23,2.42
29.5,76.875,2024,1,23,2.26
29.5,77.5,2024,1,23,2.32
30.0,75.625,2024,1,23,2.28
30.0,76.25,2024,1,23,2.23
30.0,76.875,2024,1,23,2.2
30.0,77.5,2024,1,23,2.15
30.5,75.625,2024,1,23,2.06
30.5,76.25,2024,1,23,2.22
30.5,76.875,2024,1,23,2.2
30.5,77.5,2024,1,23,2.12
28.0,75.625,2024,1,24,2.25
28.0,76.25,2024,1,24,1.76
28.0,76.875,2024,1,24,1.38
28.0,77.5,2024,1,24,1.37
28.5,75.625,2024,1,24,2.02
28.5,76.25,2024,1,24,1.7
28.5,76.875,2024,1,24,1.79
28.5,77.5,2024,1,24,2.06
29.0,75.625,2024,1,24,1.91
29.0,76.25,2024,1,24,2.18
29.0,76.875,2024,1,24,2.52
29.0,77.5,2024,1,24,2.7
29.5,75.625,2024,1,24,2.18
29.5,76.25,2024,1,24,2.65
29.5,76.875,2024,1,24,2.98
29.5,77.5,2024,1,24,2.75
30.0,75.625,2024,1,24,2.32
30.0,76.25,2024,1,24,2.86
30.0,76.875,2024,1,24,2.75
30.0,77.5,2024,1,24,1.8
30.5,75.625,2024,1,24,2.38
30.5,76.25,2024,1,24,2.8
30.5,76.875,2024,1,24,2.14
30.5,77.5,2024,1,24,2.17
28.0,75.625,2024,1,25,1.99
28.0,76.25,2024,1,25,1.48
28.0,76.875,2024,1,25,1.41
28.0,77.5,2024,1,25,1.39
28.5,75.625,2024,1,25,1.64
28.5,76.25,2024,1,25,1.38
28.5,76.875,2024,1,25,1.54
28.5,77.5,2024,1,25,1.6
29.0,75.625,2024,1,25,1.4
29.0,76.25,2024,1,25,1.67
29.0,76.875,2024,1,25,2.07
29.0,77.5,2024,1,25,2.18
29.5,75.625,2024,1,25,1.55
29.5,76.25,2024,1,25,2.09
29.5,76.875,2024,1,25,2.4
29.5,77.5,2024,1,25,2.23
30.0,75.625,2024,1,25,1.94
30.0,76.25,2024,1,25,2.52
30.0,76.875,2024,1,25,2.33
30.0,77.5,2024,1,25,1.55
30.5,75.625,2024,1,25,2.19
30.5,76.25,2024,1,25,2.67
30.5,76.875,2024,1,25,2.07
30.5,77.5,2024,1,25,2.06
28.0,75.625,2024,1,26,2.24
28.0,76.25,2024,1,26,1.79
28.0,76.875,2024,1,26,1.32
28.0,77.5,2024,1,26,1.09
28.5,75.625,2024,1,26,2.05
28.5,76.25,2024,1,26,1.73
28.5,76.875,2024,1,26,1.42
28.5,77.5,2024,1,26,1.13
29.0,75.625,2024,1,26,1.8
29.0,76.25,2024,1,26,1.73
29.0,76.875,2024,1,26,1.76
29.0,77.5,2024,1,26,1.72
29.5,75.625,2024,1,26,1.86
29.5,76.25,2024,1,26,2.09
29.5,76.875,2024,1,26,2.26
29.5,77.5,2024,1,26,2.1
30.0,75.625,2024,1,26,2.08
30.0,76.25,2024,1,26,2.5
30.0,76.875,2024,1,26,2.33
30.0,77.5,2024,1,26,2.08
30.5,75.625,2024,1,26,2.41
30.5,76.25,2024,1,26,2.72
30.5,76.875,2024,1,26,2.46
30.5,77.5,2024,1,26,2.49
28.0,75.625,2024,1,27,2.33
28.0,76.25,2024,1,27,2.58
28.0,76.875,2024,1,27,3.14
28.0,77.5,2024,1,27,3.28
28.5,75.625,2024,1,27,2.39
28.5,76.25,2024,1,27,2.95
28.5,76.875,2024,1,27,3.61
28.5,77.5,2024,1,27,4.0
29.0,75.625,2024,1,27,2.69
29.0,76.25,2024,1,27,3.43
29.0,76.875,2024,1,27,4.04
29.0,77.5,2024,1,27,4.42
29.5,75.625,2024,1,27,3.1
29.5,76.25,2024,1,27,3.81
29.5,76.875,2024,1,27,4.45
29.5,77.5,2024,1,27,4.85
30.0,75.625,2024,1,27,3.36
30.0,76.25,2024,1,27,4.04
30.0,76.875,2024,1,27,4.71
30.0,77.5,2024,1,27,4.28
30.5,75.625,2024,1,27,3.4
30.5,76.25,2024,1,27,3.85
30.5,76.875,2024,1,27,4.61
30.5,77.5,2024,1,27,4.5
28.0,75.625,2024,1,28,1.9
28.0,76.25,2024,1,28,2.25
28.0,76.875,2024,1,28,2.29
28.0,77.5,2024,1,28,2.29
28.5,75.625,2024,1,28,1.83
28.5,76.25,2024,1,28,2.32
28.5,76.875,2024,1,28,2.39
28.5,77.5,2024,1,28,2.38
29.0,75.625,2024,1,28,1.99
29.0,76.25,2024,1,28,2.23
29.0,76.875,2024,1,28,2.39
29.0,77.5,2024,1,28,2.43
29.5,75.625,2024,1,28,1.9
29.5,76.25,2024,1,28,2.14
29.5,76.875,2024,1,28,2.33
29.5,77.5,2024,1,28,2.12
30.0,75.625,2024,1,28,1.92
30.0,76.25,2024,1,28,2.13
30.0,76.875,2024,1,28,2.05
30.0,77.5,2024,1,28,2.18
30.5,75.625,2024,1,28,1.98
30.5,76.25,2024,1,28,2.07
30.5,76.875,2024,1,28,2.24
30.5,77.5,2024,1,28,2.2
28.0,75.625,2024,1,29,1.94
28.0,76.25,2024,1,29,2.21
28.0,76.875,2024,1,29,1.94
28.0,77.5,2024,1,29,1.82
28.5,75.625,2024,1,29,2.24
28.5,76.25,2024,1,29,2.49
28.5,76.875,2024,1,29,2.25
28.5,77.5,2024,1,29,2.0
29.0,75.625,2024,1,29,2.48
29.0,76.25,2024,1,29,2.55
29.0,76.875,2024,1,29,2.43
29.0,77.5,2024,1,29,2.35
29.5,75.625,2024,1,29,2.39
29.5,76.25,2024,1,29,2.49
29.5,76.875,2024,1,29,2.53
29.5,77.5,2024,1,29,2.49
30.0,75.625,2024,1,29,2.32
30.0,76.25,2024,1,29,2.45
30.0,76.875,2024,1,29,2.58
30.0,77.5,2024,1,29,2.37
30.5,75.625,2024,1,29,2.31
30.5,76.25,2024,1,29,2.51
30.5,76.875,2024,1,29,2.68
30.5,77.5,2024,1,29,2.35
28.0,75.625,2024,1,30,1.12
28.0,76.25,2024,1,30,1.36
28.0,76.875,2024,1,30,1.52
28.0,77.5,2024,1,30,1.54
28.5,75.625,2024,1,30,1.11
28.5,76.25,2024,1,30,1.37
28.5,76.875,2024,1,30,1.48
28.5,77.5,2024,1,30,1.46
29.0,75.625,2024,1,30,0.94
29.0,76.25,2024,1,30,1.41
29.0,76.875,2024,1,30,1.62
29.0,77.5,2024,1,30,1.64
29.5,75.625,2024,1,30,1.12
29.5,76.25,2024,1,30,1.59
29.5,76.875,2024,1,30,1.9
29.5,77.5,2024,1,30,1.77
30.0,75.625,2024,1,30,1.39
30.0,76.25,2024,1,30,1.8
