-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WD10M
30.5,75.625,2024,1,8,345.8
30.5,76.25,2024,1,8,321.5
30.5,76.875,2024,1,8,125.5
30.5,77.5,2024,1,8,121.9
28.0,75.625,2024,1,9,0.4
28.0,76.25,2024,1,9,350.8
28.0,76.875,2024,1,9,355.5
28.0,77.5,2024,1,9,339.5
28.5,75.625,2024,1,9,357.6
28.5,76.25,2024,1,9,348.7
28.5,76.875,2024,1,9,347.4
28.5,77.5,2024,1,9,332.3
29.0,75.625,2024,1,9,353.0
29.0,76.25,2024,1,9,346.2
29.0,76.875,2024,1,9,338.5
29.0,77.5,2024,1,9,325.3
29.5,75.625,2024,1,9,346.8
29.5,76.25,2024,1,9,335.7
29.5,76.875,2024,1,9,326.6
29.5,77.5,2024,1,9,316.4
30.0,75.625,2024,1,9,341.6
30.0,76.25,2024,1,9,325.8
30.0,76.875,2024,1,9,315.8
30.0,77.5,2024,1,9,310.0
30.5,75.625,2024,1,9,338.1
30.5,76.25,2024,1,9,324.6
30.5,76.875,2024,1,9,318.3
30.5,77.5,2024,1,9,313.2
28.0,75.625,2024,1,10,341.7
28.0,76.25,2024,1,10,324.4
28.0,76.875,2024,1,10,316.0
28.0,77.5,2024,1,10,307.8
28.5,75.625,2024,1,10,331.0
28.5,76.25,2024,1,10,319.4
28.5,76.875,2024,1,10,313.0
28.5,77.5,2024,1,10,303.9
29.0,75.625,2024,1,10,328.8
29.0,76.25,2024,1,10,321.2
29.0,76.875,2024,1,10,310.9
29.0,77.5,2024,1,10,299.5
29.5,75.625,2024,1,10,328.9
29.5,76.25,2024,1,10,321.5
29.5,76.875,2024,1,10,309.2
29.5,77.5,2024,1,10,294.0
30.0,75.625,2024,1,10,328.2
30.0,76.25,2024,1,10,322.0
30.0,76.875,2024,1,10,306.9
30.0,77.5,2024,1,10,283.5
30.5,75.625,2024,1,10,327.0
30.5,76.25,2024,1,10,326.2
30.5,76.875,2024,1,10,327.9
30.5,77.5,2024,1,10,332.0
28.0,75.625,2024,1,11,341.9
28.0,76.25,2024,1,11,323.5
28.0,76.875,2024,1,11,316.3
28.0,77.5,2024,1,11,310.0
28.5,75.625,2024,1,11,320.4
28.5,76.25,2024,1,11,313.5
28.5,76.875,2024,1,11,311.6
28.5,77.5,2024,1,11,305.8
29.0,75.625,2024,1,11,316.1
29.0,76.25,2024,1,11,315.0
29.0,76.875,2024,1,11,310.1
29.0,77.5,2024,1,11,302.8
29.5,75.625,2024,1,11,317.8
29.5,76.25,2024,1,11,316.0
29.5,76.875,2024,1,11,311.6
29.5,77.5,2024,1,11,302.5
30.0,75.625,2024,1,11,318.7
30.0,76.25,2024,1,11,316.9
30.0,76.875,2024,1,11,307.4
30.0,77.5,2024,1,11,272.4
30.5,75.625,2024,1,11,319.1
30.5,76.25,2024,1,11,321.9
30.5,76.875,2024,1,11,325.7
30.5,77.5,2024,1,11,322.1
28.0,75.625,2024,1,12,6.8
28.0,76.25,2024,1,12,322.9
28.0,76.875,2024,1,12,313.9
28.0,77.5,2024,1,12,303.9
28.5,75.625,2024,1,12,339.9
28.5,76.25,2024,1,12,316.8
28.5,76.875,2024,1,12,310.3
28.5,77.5,2024,1,12,301.1
29.0,75.625,2024,1,12,330.7
29.0,76.25,2024,1,12,317.6
29.0,76.875,2024,1,12,307.0
29.0,77.5,2024,1,12,296.7
29.5,75.625,2024,1,12,330.1
29.5,76.25,2024,1,12,318.3
29.5,76.875,2024,1,12,307.7
29.5,77.5,2024,1,12,295.1
30.0,75.625,2024,1,12,327.9
30.0,76.25,2024,1,12,317.9
30.0,76.875,2024,1,12,301.8
30.0,77.5,2024,1,12,250.0
30.5,75.625,2024,1,12,324.6
30.5,76.25,2024,1,12,324.1
30.5,76.875,2024,1,12,331.2
30.5,77.5,2024,1,12,290.1
28.0,75.625,2024,1,13,106.9
28.0,76.25,2024,1,13,85.0
28.0,76.875,2024,1,13,21.8
28.0,77.5,2024,1,13,337.4
28.5,75.625,2024,1,13,72.4
28.5,76.25,2024,1,13,21.9
28.5,76.875,2024,1,13,345.2
28.5,77.5,2024,1,13,321.6
29.0,75.625,2024,1,13,34.4
29.0,76.25,2024,1,13,349.5
29.0,76.875,2024,1,13,326.1
29.0,77.5,2024,1,13,311.1
29.5,75.625,2024,1,13,2.3
29.5,76.25,2024,1,13,333.2
29.5,76.875,2024,1,13,315.1
29.5,77.5,2024,1,13,302.4
30.0,75.625,2024,1,13,347.6
30.0,76.25,2024,1,13,324.0
30.0,76.875,2024,1,13,308.7
30.0,77.5,2024,1,13,252.2
30.5,75.625,2024,1,13,338.7
30.5,76.25,2024,1,13,329.1
30.5,76.875,2024,1,13,338.6
30.5,77.5,2024,1,13,318.4
28.0,75.625,2024,1,14,31.7
28.0,76.25,2024,1,14,1.0
28.0,76.875,2024,1,14,342.9
28.0,77.5,2024,1,14,331.3
28.5,75.625,2024,1,14,8.4
28.5,76.25,2024,1,14,340.5
28.5,76.875,2024,1,14,330.1
28.5,77.5,2024,1,14,319.2
29.0,75.625,2024,1,14,354.5
29.0,76.25,2024,1,14,336.5
29.0,76.875,2024,1,14,323.7
29.0,77.5,2024,1,14,314.0
29.5,75.625,2024,1,14,347.4
29.5,76.25,2024,1,14,332.1
29.5,76.875,2024,1,14,317.5
29.5,77.5,2024,1,14,308.3
30.0,75.625,2024,1,14,339.3
30.0,76.25,2024,1,14,326.1
30.0,76.875,2024,1,14,307.6
30.0,77.5,2024,1,14,242.5
30.5,75.625,2024,1,14,332.1
30.5,76.25,2024,1,14,328.6
30.5,76.875,2024,1,14,337.3
30.5,77.5,2024,1,14,260.4
28.0,75.625,2024,1,15,359.5
28.0,76.25,2024,1,15,339.5
28.0,76.875,2024,1,15,333.3
28.0,77.5,2024,1,15,326.7
28.5,75.625,2024,1,15,346.7
28.5,76.25,2024,1,15,333.3
28.5,76.875,2024,1,15,330.0
28.5,77.5,2024,1,15,319.9
29.0,75.625,2024,1,15,344.6
29.0,76.25,2024,1,15,335.0
29.0,76.875,2024,1,15,326.6
29.0,77.5,2024,1,15,313.9
29.5,75.625,2024,1,15,344.2
29.5,76.25,2024,1,15,333.5
29.5,76.875,2024,1,15,326.2
29.5,77.5,2024,1,15,320.8
30.0,75.625,2024,1,15,340.8
30.0,76.25,2024,1,15,330.2
30.0,76.875,2024,1,15,323.8
30.0,77.5,2024,1,15,115.2
30.5,75.625,2024,1,15,338.3
30.5,76.25,2024,1,15,333.5
30.5,76.875,2024,1,15,9.1
30.5,77.5,2024,1,15,108.5
28.0,75.625,2024,1,16,95.7
28.0,76.25,2024,1,16,102.4
28.0,76.875,2024,1,16,104.0
28.0,77.5,2024,1,16,126.3
28.5,75.625,2024,1,16,76.8
28.5,76.25,2024,1,16,79.7
28.5,76.875,2024,1,16,91.6
28.5,77.5,2024,1,16,126.3
29.0,75.625,2024,1,16,64.4
29.0,76.25,2024,1,16,67.4
29.0,76.875,2024,1,16,101.3
29.0,77.5,2024,1,16,130.7
29.5,75.625,2024,1,16,45.9
29.5,76.25,2024,1,16,60.5
29.5,76.875,2024,1,16,107.9
29.5,77.5,2024,1,16,128.0
30.0,75.625,2024,1,16,38.1
30.0,76.25,2024,1,16,71.9
30.0,76.875,2024,1,16,120.8
30.0,77.5,2024,1,16,125.8
30.5,75.625,2024,1,16,31.6
30.5,76.25,2024,1,16,99.4
30.5,76.875,2024,1,16,120.3
30.5,77.5,2024,1,16,114.5
28.0,75.625,2024,1,17,125.4
28.0,76.25,2024,1,17,129.4
28.0,76.875,2024,1,17,129.0
28.0,77.5,2024,1,17,126.0
28.5,75.625,2024,1,17,112.3
28.5,76.25,2024,1,17,124.7
28.5,76.875,2024,1,17,128.8
28.5,77.5,2024,1,17,134.9
29.0,75.625,2024,1,17,103.9
29.0,76.25,2024,1,17,119.1
29.0,76.875,2024,1,17,128.6
29.0,77.5,2024,1,17,137.6
29.5,75.625,2024,1,17,97.4
29.5,76.25,2024,1,17,114.6
29.5,76.875,2024,1,17,125.9
29.5,77.5,2024,1,17,137.2
30.0,75.625,2024,1,17,98.3
30.0,76.25,2024,1,17,117.7
30.0,76.875,2024,1,17,126.7
30.0,77.5,2024,1,17,130.0
30.5,75.625,2024,1,17,102.9
30.5,76.25,2024,1,17,127.1
30.5,76.875,2024,1,17,121.7
30.5,77.5,2024,1,17,118.2
28.0,75.625,2024,1,18,78.2
28.0,76.25,2024,1,18,95.4
28.0,76.875,2024,1,18,123.2
28.0,77.5,2024,1,18,156.2
28.5,75.625,2024,1,18,64.6
28.5,76.25,2024,1,18,77.9
28.5,76.875,2024,1,18,143.3
28.5,77.5,2024,1,18,216.6
29.0,75.625,2024,1,18,52.5
29.0,76.25,2024,1,18,280.8
29.0,76.875,2024,1,18,251.4
29.0,77.5,2024,1,18,241.7
29.5,75.625,2024,1,18,29.7
29.5,76.25,2024,1,18,262.5
29.5,76.875,2024,1,18,252.9
29.5,77.5,2024,1,18,257.0
30.0,75.625,2024,1,18,19.2
30.0,76.25,2024,1,18,19.9
30.0,76.875,2024,1,18,242.2
30.0,77.5,2024,1,18,250.4
30.5,75.625,2024,1,18,358.2
30.5,76.25,2024,1,18,331.0
30.5,76.875,2024,1,18,343.5
30.5,77.5,2024,1,18,300.2
28.0,75.625,2024,1,19,116.8
28.0,76.25,2024,1,19,127.6
28.0,76.875,2024,1,19,151.7
28.0,77.5,2024,1,19,200.5
28.5,75.625,2024,1,19,104.2
28.5,76.25,2024,1,19,115.8
28.5,76.875,2024,1,19,157.3
28.5,77.5,2024,1,19,246.0
29.0,75.625,2024,1,19,95.1
29.0,76.25,2024,1,19,81.0
29.0,76.875,2024,1,19,269.3
29.0,77.5,2024,1,19,260.9
29.5,75.625,2024,1,19,73.2
29.5,76.25,2024,1,19,338.2
29.5,76.875,2024,1,19,300.3
29.5,77.5,2024,1,19,275.9
30.0,75.625,2024,1,19,3.0
30.0,76.25,2024,1,19,320.5
30.0,76.875,2024,1,19,304.2
30.0,77.5,2024,1,19,218.7
30.5,75.625,2024,1,19,325.7
30.5,76.25,2024,1,19,321.9
30.5,76.875,2024,1,19,327.3
30.5,77.5,2024,1,19,154.9
28.0,75.625,2024,1,20,68.9
28.0,76.25,2024,1,20,96.6
28.0,76.875,2024,1,20,152.5
28.0,77.5,2024,1,20,223.6
28.5,75.625,2024,1,20,59.8
28.5,76.25,2024,1,20,52.7
28.5,76.875,2024,1,20,220.0
28.5,77.5,2024,1,20,260.2
29.0,75.625,2024,1,20,69.1
29.0,76.25,2024,1,20,16.3
29.0,76.875,2024,1,20,317.4
29.0,77.5,2024,1,20,283.5
29.5,75.625,2024,1,20,50.2
29.5,76.25,2024,1,20,351.7
29.5,76.875,2024,1,20,321.0
29.5,77.5,2024,1,20,297.7
30.0,75.625,2024,1,20,20.4
30.0,76.25,2024,1,20,335.3
30.0,76.875,2024,1,20,316.9
30.0,77.5,2024,1,20,285.4
30.5,75.625,2024,1,20,346.2
30.5,76.25,2024,1,20,328.6
30.5,76.875,2024,1,20,330.1
30.5,77.5,2024,1,20,275.7
28.0,75.625,2024,1,21,342.0
28.0,76.25,2024,1,21,324.6
28.0,76.875,2024,1,21,318.7
28.0,77.5,2024,1,21,310.3
28.5,75.625,2024,1,21,325.0
28.5,76.25,2024,1,21,317.2
28.5,76.875,2024,1,21,315.7
28.5,77.5,2024,1,21,308.3
29.0,75.625,2024,1,21,319.9
29.0,76.25,2024,1,21,317.2
29.0,76.875,2024,1,21,313.7
29.0,77.5,2024,1,21,305.5
29.5,75.625,2024,1,21,321.4
29.5,76.25,2024,1,21,317.5
29.5,76.875,2024,1,21,311.3
29.5,77.5,2024,1,21,298.9
30.0,75.625,2024,1,21,320.9
30.0,76.25,2024,1,21,318.0
30.0,76.875,2024,1,21,309.9
30.0,77.5,2024,1,21,284.6
30.5,75.625,2024,1,21,318.6
30.5,76.25,2024,1,21,323.2
30.5,76.875,2024,1,21,323.8
30.5,77.5,2024,1,21,314.2
28.0,75.625,2024,1,22,158.8
28.0,76.25,2024,1,22,180.5
28.0,76.875,2024,1,22,183.2
28.0,77.5,2024,1,22,268.5
28.5,75.625,2024,1,22,111.4
28.5,76.25,2024,1,22,24.5
28.5,76.875,2024,1,22,298.4
28.5,77.5,2024,1,22,287.4
29.0,75.625,2024,1,22,93.2
29.0,76.25,2024,1,22,349.0
29.0,76.875,2024,1,22,324.7
29.0,77.5,2024,1,22,299.6
29.5,75.625,2024,1,22,52.5
29.5,76.25,2024,1,22,348.8
29.5,76.875,2024,1,22,330.4
29.5,77.5,2024,1,22,317.8
30.0,75.625,2024,1,22,35.6
30.0,76.25,2024,1,22,341.5
30.0,76.875,2024,1,22,333.4
30.0,77.5,2024,1,22,115.3
30.5,75.625,2024,1,22,17.7
30.5,76.25,2024,1,22,333.7
30.5,76.875,2024,1,22,44.5
30.5,77.5,2024,1,22,120.1
28.0,75.625,2024,1,23,83.0
28.0,76.25,2024,1,23,68.2
28.0,76.875,2024,1,23,358.5
28.0,77.5,2024,1,23,293.5
28.5,75.625,2024,1,23,69.1
28.5,76.25,2024,1,23,31.7
28.5,76.875,2024,1,23,330.5
28.5,77.5,2024,1,23,305.9
29.0,75.625,2024,1,23,48.3
29.0,76.25,2024,1,23,9.9
29.0,76.875,2024,1,23,331.6
29.0,77.5,2024,1,23,310.9
29.5,75.625,2024,1,23,28.8
29.5,76.25,2024,1,23,350.5
29.5,76.875,2024,1,23,324.7
29.5,77.5,2024,1,23,314.6
30.0,75.625,2024,1,23,9.5
30.0,76.25,2024,1,23,331.4
30.0,76.875,2024,1,23,314.6
30.0,77.5,2024,1,23,302.9
30.5,75.625,2024,1,23,350.8
30.5,76.25,2024,1,23,324.8
30.5,76.875,2024,1,23,320.0
30.5,77.5,2024,1,23,295.5
28.0,75.625,2024,1,24,55.4
28.0,76.25,2024,1,24,44.1
28.0,76.875,2024,1,24,25.4
28.0,77.5,2024,1,24,341.4
28.5,75.625,2024,1,24,41.8
28.5,76.25,2024,1,24,15.5
28.5,76.875,2024,1,24,352.0
28.5,77.5,2024,1,24,328.0
29.0,75.625,2024,1,24,17.8
29.0,76.25,2024,1,24,351.5
29.0,76.875,2024,1,24,331.8
29.0,77.5,2024,1,24,316.7
29.5,75.625,2024,1,24,359.2
29.5,76.25,2024,1,24,338.0
29.5,76.875,2024,1,24,319.4
29.5,77.5,2024,1,24,308.2
30.0,75.625,2024,1,24,348.8
30.0,76.25,2024,1,24,330.5
30.0,76.875,2024,1,24,312.3
30.0,77.5,2024,1,24,295.8
30.5,75.625,2024,1,24,339.5
30.5,76.25,2024,1,24,330.0
30.5,76.875,2024,1,24,325.4
30.5,77.5,2024,1,24,126.3
28.0,75.625,2024,1,25,81.7
28.0,76.25,2024,1,25,62.3
28.0,76.875,2024,1,25,31.6
28.0,77.5,2024,1,25,349.5
28.5,75.625,2024,1,25,71.4
28.5,76.25,2024,1,25,25.0
28.5,76.875,2024,1,25,350.7
28.5,77.5,2024,1,25,316.1
29.0,75.625,2024,1,25,46.6
29.0,76.25,2024,1,25,356.3
29.0,76.875,2024,1,25,330.8
29.0,77.5,2024,1,25,309.2
29.5,75.625,2024,1,25,12.5
29.5,76.25,2024,1,25,341.3
29.5,76.875,2024,1,25,318.9
29.5,77.5,2024,1,25,301.8
30.0,75.625,2024,1,25,352.4
30.0,76.25,2024,1,25,330.0
30.0,76.875,2024,1,25,307.6
30.0,77.5,2024,1,25,262.9
30.5,75.625,2024,1,25,338.4
30.5,76.25,2024,1,25,326.8
30.5,76.875,2024,1,25,322.7
30.5,77.5,2024,1,25,245.6
28.0,75.625,2024,1,26,94.3
28.0,76.25,2024,1,26,80.9
28.0,76.875,2024,1,26,79.5
28.0,77.5,2024,1,26,132.3
28.5,75.625,2024,1,26,71.7
28.5,76.25,2024,1,26,49.2
28.5,76.875,2024,1,26,25.7
28.5,77.5,2024,1,26,312.8
29.0,75.625,2024,1,26,46.2
29.0,76.25,2024,1,26,10.6
29.0,76.875,2024,1,26,341.4
29.0,77.5,2024,1,26,304.4
29.5,75.625,2024,1,26,16.5
29.5,76.25,2024,1,26,340.6
29.5,76.875,2024,1,26,316.8
29.5,77.5,2024,1,26,296.2
30.0,75.625,2024,1,26,356.0
30.0,76.25,2024,1,26,325.7
30.0,76.875,2024,1,26,303.0
30.0,77.5,2024,1,26,272.1
30.5,75.625,2024,1,26,340.1
30.5,76.25,2024,1,26,324.5
30.5,76.875,2024,1,26,316.4
30.5,77.5,2024,1,26,301.4
28.0,75.625,2024,1,27,326.4
28.0,76.25,2024,1,27,311.4
28.0,76.875,2024,1,27,306.7
28.0,77.5,2024,1,27,299.5
28.5,75.625,2024,1,27,316.7
28.5,76.25,2024,1,27,308.1
28.5,76.875,2024,1,27,304.1
28.5,77.5,2024,1,27,297.4
29.0,75.625,2024,1,27,314.5
29.0,76.25,2024,1,27,309.5
29.0,76.875,2024,1,27,303.8
29.0,77.5,2024,1,27,295.7
29.5,75.625,2024,1,27,318.2
29.5,76.25,2024,1,27,312.5
29.5,76.875,2024,1,27,306.7
29.5,77.5,2024,1,27,294.8
30.0,75.625,2024,1,27,319.1
30.0,76.25,2024,1,27,313.9
30.0,76.875,2024,1,27,306.0
30.0,77.5,2024,1,27,290.0
30.5,75.625,2024,1,27,316.2
30.5,76.25,2024,1,27,318.1
30.5,76.875,2024,1,27,320.6
30.5,77.5,2024,1,27,316.0
28.0,75.625,2024,1,28,160.0
28.0,76.25,2024,1,28,148.9
28.0,76.875,2024,1,28,137.3
28.0,77.5,2024,1,28,131.9
28.5,75.625,2024,1,28,135.0
28.5,76.25,2024,1,28,140.8
28.5,76.875,2024,1,28,140.1
28.5,77.5,2024,1,28,145.8
29.0,75.625,2024,1,28,127.6
29.0,76.25,2024,1,28,138.0
29.0,76.875,2024,1,28,150.4
29.0,77.5,2024,1,28,169.9
29.5,75.625,2024,1,28,137.7
29.5,76.25,2024,1,28,153.2
29.5,76.875,2024,1,28,177.2
29.5,77.5,2024,1,28,188.1
30.0,75.625,2024,1,28,180.1
30.0,76.25,2024,1,28,208.9
30.0,76.875,2024,1,28,176.9
30.0,77.5,2024,1,28,144.7
30.5,75.625,2024,1,28,215.8
30.5,76.25,2024,1,28,202.2
30.5,76.875,2024,1,28,125.9
30.5,77.5,2024,1,28,112.7
28.0,75.625,2024,1,29,346.4
28.0,76.25,2024,1,29,14.1
28.0,76.875,2024,1,29,86.8
28.0,77.5,2024,1,29,131.3
28.5,75.625,2024,1,29,2.7
28.5,76.25,2024,1,29,39.9
28.5,76.875,2024,1,29,93.9
28.5,77.5,2024,1,29,131.6
29.0,75.625,2024,1,29,34.9
29.0,76.25,2024,1,29,62.0
29.0,76.875,2024,1,29,94.2
29.0,77.5,2024,1,29,131.9
29.5,75.625,2024,1,29,46.5
29.5,76.25,2024,1,29,61.8
29.5,76.875,2024,1,29,82.9
29.5,77.5,2024,1,29,153.2
30.0,75.625,2024,1,29,56.1
30.0,76.25,2024,1,29,65.5
30.0,76.875,2024,1,29,91.3
30.0,77.5,2024,1,29,221.9
30.5,75.625,2024,1,29,85.3
30.5,76.25,2024,1,29,102.8
30.5,76.875,2024,1,29,43.0
30.5,77.5,2024,1,29,290.5
28.0,75.625,2024,1,30,19.4
28.0,76.25,2024,1,30,5.6
28.0,76.875,2024,1,30,350.7
28.0,77.5,2024,1,30,303.0
28.5,75.625,2024,1,30,20.5
28.5,76.25,2024,1,30,357.1
28.5,76.875,2024,1,30,345.1
28.5,77.5,2024,1,30,317.3
29.0,75.625,2024,1,30,1.8
29.0,76.25,2024,1,30,345.8
29.0,76.875,2024,1,30,331.1
29.0,77.5,2024,1,30,310.6
29.5,75.625,2024,1,30,347.0
29.5,76.25,2024,1,30,335.8
29.5,76.875,2024,1,30,320.6
29.5,77.5,2024,1,30,304.1
30.0,75.625,2024,1,30,335.2
30.0,76.25,2024,1,30,321.2
